sku,Link,name_v,price,price_z,categor_list0,categor_list1,categor_list2,categor_list3,categor_list4,categor_list5,list_options0,list_options_value0,list_options1,list_options_value1,list_options2,list_options_value2,list_options3,list_options_value3,list_options4,list_options_value4,list_options5,list_options_value5,price_skidka,img_color,name_color,description,list_img1,list_img2,quantity,delivery,quantity opc
52-merino,http://terrakot-yarn.ru/52_merinosovaja/,Мериносовая,280.0,173,Пехорка,Пряжа,Главная страница,,,,Состав:,"50% мериносовая шерсть, 50% акрил",Метраж:,200 м,Вес мотка:,100 гр,Вес упаковки:,1000 гр (10 мотков),Цена за 1 моток:,280.0,,,,http://terrakot-yarn.ru/images/items/52/03815213.jpg ; http://terrakot-yarn.ru/images/items/52/03815214.jpg ; http://terrakot-yarn.ru/images/items/52/03815217.jpg ; http://terrakot-yarn.ru/images/items/52/03832306.jpg ; http://terrakot-yarn.ru/images/items/52/03819123.jpg ; http://terrakot-yarn.ru/images/items/52/03817916.jpg ; http://terrakot-yarn.ru/images/items/52/03828272.jpg ; http://terrakot-yarn.ru/images/items/52/03828273.jpg ; http://terrakot-yarn.ru/images/items/52/03814998.jpg ; http://terrakot-yarn.ru/images/items/52/03815221.jpg ; http://terrakot-yarn.ru/images/items/52/03817921.jpg ; http://terrakot-yarn.ru/images/items/52/03819124.jpg ; http://terrakot-yarn.ru/images/items/52/03817922.jpg ; http://terrakot-yarn.ru/images/items/52/03820137.jpg ; http://terrakot-yarn.ru/images/items/52/03819126.jpg ; http://terrakot-yarn.ru/images/items/52/03817924.jpg ; http://terrakot-yarn.ru/images/items/52/03828274.jpg ; http://terrakot-yarn.ru/images/items/52/03817925.jpg ; http://terrakot-yarn.ru/images/items/52/03828275.jpg ; http://terrakot-yarn.ru/images/items/52/03819127.jpg ; http://terrakot-yarn.ru/images/items/52/03817926.jpg,01 белый ; 02 чёрный ; 06 красный ; 12 желток ; 124 песочный ; 177 голубое небо ; 191 ежевика ; 21 брусничный ; 223 св.бирюза ; 24 орхидея ; 251 коричневый ; 335 изумруд ; 344 красная глина ; 384 яр.астра ; 386 св.серый меланж ; 396 настурция ; 40 цикламен ; 447 горчица ; 45 т.бирюза ; 49 фуксия ; 491 ультрамарин ; 89 фрез ; 98 лесной колокольчик,"Рекомендованный номер спиц: 4,0  5,0мм; крючка: №3,5  4,5.Бережная ручная стирка, max 30°C.;Название ""Мериносовая"" оправдывает себя, в состав входит мериносовая шерсть. Пряжа объемной круточки, идеальна для вязания шапок, снудов.;Изделия получатся объемными, теплыми.",http://terrakot-yarn.ru/images/items/52/yarn52big.jpg,http://terrakot-yarn.ru/images//items/52/yarn52.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
1609-konk,http://terrakot-yarn.ru/1609_konkurentnaja/,КОНКУРЕНТНАЯ,220.0,140,Пехорка,Пряжа,Главная страница,,,,Состав:,"50% им. шерсть, 50% акрил",Метраж:,250 м,Вес мотка:,100 гр,Вес упаковки:,1000 гр (10 мотков),Цена за 1 моток:,220.0,,,,http://terrakot-yarn.ru/images/items/1609/00003904.jpg ; http://terrakot-yarn.ru/images/items/1609/00003905.jpg ; http://terrakot-yarn.ru/images/items/1609/00003909.jpg ; http://terrakot-yarn.ru/images/items/1609/03809033.jpg ; http://terrakot-yarn.ru/images/items/1609/00556069.jpg ; http://terrakot-yarn.ru/images/items/1609/03857337.jpg ; http://terrakot-yarn.ru/images/items/1609/03857339.jpg ; http://terrakot-yarn.ru/images/items/1609/03857340.jpg ; http://terrakot-yarn.ru/images/items/1609/03857341.jpg ; http://terrakot-yarn.ru/images/items/1609/03857342.jpg ; http://terrakot-yarn.ru/images/items/1609/00003928.jpg ; http://terrakot-yarn.ru/images/items/1609/03857343.jpg ; http://terrakot-yarn.ru/images/items/1609/03857344.jpg ; http://terrakot-yarn.ru/images/items/1609/03809034.jpg ; http://terrakot-yarn.ru/images/items/1609/03809998.jpg ; http://terrakot-yarn.ru/images/items/1609/00003935.jpg ; http://terrakot-yarn.ru/images/items/1609/00556067.jpg ; http://terrakot-yarn.ru/images/items/1609/03804306.jpg ; http://terrakot-yarn.ru/images/items/1609/03809999.jpg ; http://terrakot-yarn.ru/images/items/1609/03857345.jpg ; http://terrakot-yarn.ru/images/items/1609/03857346.jpg ; http://terrakot-yarn.ru/images/items/1609/03805625.jpg ; http://terrakot-yarn.ru/images/items/1609/03857347.jpg ; http://terrakot-yarn.ru/images/items/1609/03811621.jpg ; http://terrakot-yarn.ru/images/items/1609/03808510.jpg ; http://terrakot-yarn.ru/images/items/1609/03857348.jpg ; http://terrakot-yarn.ru/images/items/1609/03811622.jpg ; http://terrakot-yarn.ru/images/items/1609/03811623.jpg ; http://terrakot-yarn.ru/images/items/1609/03808277.jpg ; http://terrakot-yarn.ru/images/items/1609/03808508.jpg,Конкурентная 01 белый ; Конкурентная 02 чёрный ; Конкурентная 07 бордо ; Конкурентная 100 корол.синий ; Конкурентная 119 горох ; Конкурентная 14 морская волна ; Конкурентная 163 миндаль ; Конкурентная 173 грильяж ; Конкурентная 183 пур-пур ; Конкурентная 191 ежевика ; Конкурентная 192 зелень ; Конкурентная 255 джинсовый ; Конкурентная 30 св.терракот ; Конкурентная 32 табак ; Конкурентная 329 лаванда ; Конкурентная 378 герань ; Конкурентная 393 св.маренго ; Конкурентная 40 цикламен ; Конкурентная 420 арктика ; Конкурентная 437 ковыль ; Конкурентная 439 малиновый ; Конкурентная 442 натуральный ; Конкурентная 447 горчица ; Конкурентная 520 голубая пролеска ; Конкурентная 53 св.желтый ; Конкурентная 571 синий ; Конкурентная 579 св.кофейный ; Конкурентная 583 бирюза ; Конкурентная 680 готика ; Конкурентная 69 св.сумерки ; Конкурентная 75 жёлтая роза ; Конкурентная 78 фиолетовый ; Конкурентная 88 красный мак,,http://terrakot-yarn.ru/images/items/1609/yarn1609big.jpg,http://terrakot-yarn.ru/images//items/1609/yarn1609.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
68-klassi,http://terrakot-yarn.ru/68_klassicheskij_hlopok/,Классический Хлопок,220.0,140,Пехорка,Пряжа,Главная страница,,,,Состав:,100% мерсеризованный хлопок,Метраж:,250 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,220.0,,,,http://terrakot-yarn.ru/images/items/68/03838646.jpg ; http://terrakot-yarn.ru/images/items/68/03838647.jpg ; http://terrakot-yarn.ru/images/items/68/03838648.jpg ; http://terrakot-yarn.ru/images/items/68/03838650.jpg ; http://terrakot-yarn.ru/images/items/68/03838651.jpg ; http://terrakot-yarn.ru/images/items/68/03838652.jpg ; http://terrakot-yarn.ru/images/items/68/03838654.jpg ; http://terrakot-yarn.ru/images/items/68/03838653.jpg ; http://terrakot-yarn.ru/images/items/68/03838656.jpg ; http://terrakot-yarn.ru/images/items/68/03838657.jpg ; http://terrakot-yarn.ru/images/items/68/03839067.jpg ; http://terrakot-yarn.ru/images/items/68/03838658.jpg ; http://terrakot-yarn.ru/images/items/68/03838659.jpg ; http://terrakot-yarn.ru/images/items/68/03838660.jpg ; http://terrakot-yarn.ru/images/items/68/03838661.jpg ; http://terrakot-yarn.ru/images/items/68/03838662.jpg ; http://terrakot-yarn.ru/images/items/68/03838663.jpg ; http://terrakot-yarn.ru/images/items/68/03839068.jpg ; http://terrakot-yarn.ru/images/items/68/03839069.jpg ; http://terrakot-yarn.ru/images/items/68/03838664.jpg ; http://terrakot-yarn.ru/images/items/68/03838665.jpg ; http://terrakot-yarn.ru/images/items/68/03839520.jpg ; http://terrakot-yarn.ru/images/items/68/03838666.jpg ; http://terrakot-yarn.ru/images/items/68/03839521.jpg,01 белый ; 02 черный ; 03 св.бежевый ; 07 бордо ; 08 св.серый ; 100 корол.синий ; 12 желток ; 124 песочный ; 222 голубая бирюза ; 223 св.бирюза ; 335 изумруд ; 389 св.фиалка ; 393 св.маренго ; 411 мята ; 439 малиновый ; 447 горчица ; 45 т.бирюза ; 480 ярк.зелень ; 483 незр.лимон ; 485 желтооранж. ; 513 кора ; 571 синий ; 58 коралл ; 698 т.фиолетовый,"Рекомендованный номер спиц: 2,5  3,0мм; крючка: №2,5  3,0.Бережная ручная стирка, max 30°C.;Мерсеризованный хлопок  довольно объемной круточки, отлично подойдет для вязания летних туник спицами. При вязании крючком, вещи получаются довольно объемными, фактурными. После стирки изделие не деформируется, петельки ложатся ровненько.",http://terrakot-yarn.ru/images/items/68/yarn68big.jpg,http://terrakot-yarn.ru/images//items/68/yarn68.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
39-zhemch,http://terrakot-yarn.ru/39_zhemchuzhnaja/,Жемчужная,190.0,120,Пехорка,Пряжа,Главная страница,,,,Состав:,"50% хлопок, 50% вискоза",Метраж:,425 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,190.0,,,,http://terrakot-yarn.ru/images/items/39/03811257.jpg ; http://terrakot-yarn.ru/images/items/39/03811259.jpg ; http://terrakot-yarn.ru/images/items/39/03815684.jpg ; http://terrakot-yarn.ru/images/items/39/03815685.jpg ; http://terrakot-yarn.ru/images/items/39/03816157.jpg ; http://terrakot-yarn.ru/images/items/39/03811253.jpg ; http://terrakot-yarn.ru/images/items/39/03815686.jpg ; http://terrakot-yarn.ru/images/items/39/03815687.jpg ; http://terrakot-yarn.ru/images/items/39/03811252.jpg ; http://terrakot-yarn.ru/images/items/39/03815688.jpg ; http://terrakot-yarn.ru/images/items/39/03815689.jpg ; http://terrakot-yarn.ru/images/items/39/03815690.jpg ; http://terrakot-yarn.ru/images/items/39/03811618.jpg ; http://terrakot-yarn.ru/images/items/39/03815691.jpg ; http://terrakot-yarn.ru/images/items/39/03816386.jpg ; http://terrakot-yarn.ru/images/items/39/03811256.jpg ; http://terrakot-yarn.ru/images/items/39/03811255.jpg ; http://terrakot-yarn.ru/images/items/39/03815693.jpg ; http://terrakot-yarn.ru/images/items/39/03815694.jpg ; http://terrakot-yarn.ru/images/items/39/03815696.jpg ; http://terrakot-yarn.ru/images/items/39/03830745.jpg ; http://terrakot-yarn.ru/images/items/39/03815697.jpg ; http://terrakot-yarn.ru/images/items/39/03816158.jpg ; http://terrakot-yarn.ru/images/items/39/03811254.jpg ; http://terrakot-yarn.ru/images/items/39/03815698.jpg,01 белый ; 06 красный ; 11 ярк.розовый ; 12 желток ; 124 песочный ; 15 т.голубой ; 179 фиалка ; 18 персик ; 190 лотос ; 20 розовый ; 22 сирень ; 283 лосось ; 284 оранжевый ; 29 розовая сирень ; 30 св.терракот ; 33 золотая олива ; 346 т.сирень ; 390 св.песок ; 439 малиновый ; 483 незрелый лимон ; 53 св.жёлтый ; 59 мышонок ; 60 св.голубой ; 63 льдинка ; 65 экзотика ; 83 рапсодия,"Рекомендованный номер спиц: 2,0  2,5мм; крючка: №2,0  2,5.Бережная ручная стирка, max 30°C.;Сочетание блестящей вискозы и матового хлопка придает пряже перламутровый эффект. Гигроскопична, не вызывает аллергии. Изделие хорошо драпируется, держит форму. ",http://terrakot-yarn.ru/images/items/39/yarn39big.jpg,http://terrakot-yarn.ru/images//items/39/yarn39.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
38-detski,http://terrakot-yarn.ru/38_detskij_hlopok/,Детский Хлопок,240.0,150,Пехорка,Пряжа,Главная страница,,,,Состав:,100% мерсеризованный хлопок,Метраж:,330 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,240.0,,,,http://terrakot-yarn.ru/images/items/38/03816399.jpg ; http://terrakot-yarn.ru/images/items/38/03823672.jpg ; http://terrakot-yarn.ru/images/items/38/03816401.jpg ; http://terrakot-yarn.ru/images/items/38/03822988.jpg ; http://terrakot-yarn.ru/images/items/38/03822989.jpg ; http://terrakot-yarn.ru/images/items/38/03816402.jpg ; http://terrakot-yarn.ru/images/items/38/03823674.jpg ; http://terrakot-yarn.ru/images/items/38/03816404.jpg ; http://terrakot-yarn.ru/images/items/38/03816405.jpg ; http://terrakot-yarn.ru/images/items/38/03838378.jpg ; http://terrakot-yarn.ru/images/items/38/03838629.jpg ; http://terrakot-yarn.ru/images/items/38/03823675.jpg ; http://terrakot-yarn.ru/images/items/38/03838630.jpg ; http://terrakot-yarn.ru/images/items/38/03839515.jpg ; http://terrakot-yarn.ru/images/items/38/03822995.jpg ; http://terrakot-yarn.ru/images/items/38/03816407.jpg ; http://terrakot-yarn.ru/images/items/38/03822997.jpg ; http://terrakot-yarn.ru/images/items/38/03816409.jpg ; http://terrakot-yarn.ru/images/items/38/03846976.jpg ; http://terrakot-yarn.ru/images/items/38/03838631.jpg ; http://terrakot-yarn.ru/images/items/38/03839062.jpg,01 белый ; 02 чёрный ; 08 св.серый ; 11 яр.розовый ; 12 желток ; 15 голубой ; 178 св.сиреневый ; 180 св.бегония ; 223 св.бирюза ; 26 василёк ; 276 перламутр ; 335 изумруд ; 346 т.сирень ; 393 св.маренго ; 45 т.бирюза ; 480 ярк.зелень ; 483 незрелый лимон ; 485 жёлтооранжевый ; 49 фуксия ; 515 зеленая бирюза ; 60 св.голубой ; 65 экзотика ; 698 т.фиолетовый ; 78 фиолетовый ; 84 малиновый мусс ; 87 т.лиловый,"Рекомендованный номер спиц: 2,5  3,0мм; крючка: №2,5.Бережная ручная стирка, max 30°C.Пряжа мягкая, гигроскопичная, из натуральных волокон, не вызывает аллергии. Изделия из мерсеризованного хлопка хорошо держат форму, не деформируются, не выгорают на солнце.",http://terrakot-yarn.ru/images/items/38/yarn38big.jpg,http://terrakot-yarn.ru/images//items/38/yarn38.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
156-fialk,http://terrakot-yarn.ru/156_fialka/,Фиалка,90.0,58,ПНК им. Кирова,Пряжа,Главная страница,,,,Состав:,100% хлопок,Метраж:,225 м,Вес мотка:,75 гр,Вес упаковки:,450 гр (6 мотков),Цена за 1 моток:,90.0,,,,http://terrakot-yarn.ru/images/items/156/03829846.jpg ; http://terrakot-yarn.ru/images/items/156/03846547.jpg ; http://terrakot-yarn.ru/images/items/156/03847346.jpg ; http://terrakot-yarn.ru/images/items/156/03846635.jpg ; http://terrakot-yarn.ru/images/items/156/03855144.jpg ; http://terrakot-yarn.ru/images/items/156/03847354.jpg ; http://terrakot-yarn.ru/images/items/156/03847344.jpg ; http://terrakot-yarn.ru/images/items/156/03847349.jpg ; http://terrakot-yarn.ru/images/items/156/03846042.jpg ; http://terrakot-yarn.ru/images/items/156/03846634.jpg ; http://terrakot-yarn.ru/images/items/156/03847348.jpg ; http://terrakot-yarn.ru/images/items/156/03855143.jpg ; http://terrakot-yarn.ru/images/items/156/03847350.jpg ; http://terrakot-yarn.ru/images/items/156/03851552.jpg ; http://terrakot-yarn.ru/images/items/156/03846040.jpg ; http://terrakot-yarn.ru/images/items/156/03847353.jpg ; http://terrakot-yarn.ru/images/items/156/03846041.jpg ; http://terrakot-yarn.ru/images/items/156/03855145.jpg ; http://terrakot-yarn.ru/images/items/156/03855142.jpg ; http://terrakot-yarn.ru/images/items/156/03851551.jpg ; http://terrakot-yarn.ru/images/items/156/03853060.jpg ; http://terrakot-yarn.ru/images/items/156/03846636.jpg,(6) 0101 белый ; (6) 0102 молочный ; (6) 0203 жёлтый ; (6) 0303 шафран ; (6) 0502 мандарин ; (6) 0601 лососевый ; (6) 0703 красный ; (6) 0805 т.мальва ; (6) 0901 бл.розовый ; (6) 0905 бордо ; (6) 1001 сирень ; (6) 1302 т.сирень ; (6) 1601 гол.джинс ; (6) 1603 т.голубой ; (6) 1604 синий ; (6) 2002 св.бирюза ; (6) 2102 весна ; (6) 2304 зеленый ; (6) 2501 салат ; (6) 2503 зелень ; (6) 3003 персик ; (6) 3203 ; (6) 3302 св.какао ; (6) 3704 кора ; (6) 3904 т.джинс ; (6) 4302 серый ; (6) 4303 ; (6) 4305 черный ; (6) 5103,"Рекомендуемый размер спиц: 2,0  3,0мм, крючок: №1,25  2,0. Стирка в тёплой воде (температура до 30 С).;Пряжа изготовлена изкачественного хлопка, очень приятна на ощупь, в вязке не слоится. Изделия из пряжи Фиалки не тянутся и не пружинят, однако получаются мягкими и приятными в носке. Поэтому подходит даже маленьким детям. Нить одинаково хороша как в гладком полотне, так и в узорах. Благодаря полному отсутствию блеска пряжа идеальна для летних подростковых и мужских моделей.",http://terrakot-yarn.ru/images/items/156/yarn156big.jpg,http://terrakot-yarn.ru/images//items/156/yarn156.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
153-snezh,http://terrakot-yarn.ru/153_snezhinka/,Снежинка,50.0,33,ПНК им. Кирова,Пряжа,Главная страница,,,,Состав:,100% хлопок,Метраж:,230 м,Вес мотка:,25 гр,Вес упаковки:,500 гр (20 мотков),Цена за 1 моток:,50.0,,,,http://terrakot-yarn.ru/images/items/153/03816199.jpg,,"Рекомендованный номер крючка: №0,9  1,1.Бережная ручная стирка, max 30°C.;Тоненькая, плотно скрученная ниточка ""Снежинка"". Отлично подойдет для вывязывания ажурных салфеток и скатертей, многие вязальщицы используют эту нить в ирландском кружеве на сеточку.",http://terrakot-yarn.ru/images/items/153/yarn153big.jpg,http://terrakot-yarn.ru/images//items/153/yarn153.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
151-romas,http://terrakot-yarn.ru/151_romashka/,Ромашка,210.0,132,ПНК им. Кирова,Пряжа,Главная страница,,,,Состав:,100% мерсеризованный хлопок,Метраж:,320 м,Вес мотка:,75 гр,Вес упаковки:,300 гр (4 мотков),Цена за 1 моток:,210.0,,,,http://terrakot-yarn.ru/images/items/151/00007294.jpg ; http://terrakot-yarn.ru/images/items/151/03824984.jpg ; http://terrakot-yarn.ru/images/items/151/03829813.jpg ; http://terrakot-yarn.ru/images/items/151/03855148.jpg ; http://terrakot-yarn.ru/images/items/151/03825161.jpg ; http://terrakot-yarn.ru/images/items/151/03829816.jpg ; http://terrakot-yarn.ru/images/items/151/03840057.jpg ; http://terrakot-yarn.ru/images/items/151/03824994.jpg ; http://terrakot-yarn.ru/images/items/151/03838882.jpg ; http://terrakot-yarn.ru/images/items/151/03850030.jpg ; http://terrakot-yarn.ru/images/items/151/03824989.jpg ; http://terrakot-yarn.ru/images/items/151/03844823.jpg ; http://terrakot-yarn.ru/images/items/151/03850579.jpg ; http://terrakot-yarn.ru/images/items/151/03844824.jpg ; http://terrakot-yarn.ru/images/items/151/03824988.jpg ; http://terrakot-yarn.ru/images/items/151/03824991.jpg ; http://terrakot-yarn.ru/images/items/151/03829823.jpg ; http://terrakot-yarn.ru/images/items/151/03825163.jpg ; http://terrakot-yarn.ru/images/items/151/03825164.jpg,0101 белый ; 0102 молочный ; 0204 лимон ; 0301жёлток ; 0305 жёлтый ; 0510 шафран ; 0602 вереск ; 0710 оранж ; 0810 алый ; 0904 красный ; 0906 красный ; 1002 бледн.розовый ; 1110 мальва ; 1404 т.розовый ; 1614 терракот ; 2306 сирень ; 2714 василёк ; 3910 трава ; 4002 св.фисташка ; 4702 яркий лайм ; 4806 аспарагус ; 5704 какао ; 5810 коричневый ; 5904 св.беж ; 6404 молочн.шоколад ; 7002 стальной ; 7214 чёрный,"Рекомендованный размер спиц: 2,0  2,5мм; крючка: №1,9  2,5.Бережная ручная стирка, max 30°C.;Мягкая нить, средней скрутки, с умеренным блеском. Хорошо скользит при вязании, облегчая процесс. Подойдет для вязания летней одежды.",http://terrakot-yarn.ru/images/items/151/yarn151big.jpg,http://terrakot-yarn.ru/images//items/151/yarn151.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
1417-sire,http://terrakot-yarn.ru/1417_siren_20/,СИРЕНЬ 20,50.0,30,ПНК им. Кирова,Пряжа,Главная страница,,,,Состав:,100% хлопок,Метраж:,215 м,Вес мотка:,25 гр,Вес упаковки:,500 гр (20 мотков),Цена за 1 моток:,50.0,,,,http://terrakot-yarn.ru/images/items/1417/03831481.jpg,Сирень 20 0101 белый,,http://terrakot-yarn.ru/images/items/1417/yarn1417big.jpg,http://terrakot-yarn.ru/images//items/1417/yarn1417.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
150-roza/,http://terrakot-yarn.ru/150_roza/,Роза,130.0,83,ПНК им. Кирова,Пряжа,Главная страница,,,,Состав:,100% мерсеризованный хлопок,Метраж:,320 м,Вес мотка:,50 гр,Вес упаковки:,300 гр (6 мотков),Цена за 1 моток:,130.0,,,,http://terrakot-yarn.ru/images/items/150/03825034.jpg ; http://terrakot-yarn.ru/images/items/150/03825037.jpg ; http://terrakot-yarn.ru/images/items/150/03830798.jpg ; http://terrakot-yarn.ru/images/items/150/03825038.jpg ; http://terrakot-yarn.ru/images/items/150/03843509.jpg ; http://terrakot-yarn.ru/images/items/150/03829556.jpg ; http://terrakot-yarn.ru/images/items/150/03825032.jpg ; http://terrakot-yarn.ru/images/items/150/03825030.jpg ; http://terrakot-yarn.ru/images/items/150/03839320.jpg ; http://terrakot-yarn.ru/images/items/150/03830801.jpg ; http://terrakot-yarn.ru/images/items/150/03829557.jpg ; http://terrakot-yarn.ru/images/items/150/03830802.jpg ; http://terrakot-yarn.ru/images/items/150/03825035.jpg ; http://terrakot-yarn.ru/images/items/150/03825027.jpg ; http://terrakot-yarn.ru/images/items/150/03825031.jpg ; http://terrakot-yarn.ru/images/items/150/03835323.jpg ; http://terrakot-yarn.ru/images/items/150/03825040.jpg ; http://terrakot-yarn.ru/images/items/150/03825041.jpg ; http://terrakot-yarn.ru/images/items/150/03850031.jpg ; http://terrakot-yarn.ru/images/items/150/03855149.jpg ; http://terrakot-yarn.ru/images/items/150/03825029.jpg ; http://terrakot-yarn.ru/images/items/150/03843511.jpg ; http://terrakot-yarn.ru/images/items/150/00009316.jpg,0101 белый ; 0102 молочный ; 0204 лимон ; 0305 жёлтый ; 0810 красный ; 0904 красный ; 0906 красный ; 1006 миндальный ; 1104 розовый ; 1110 ярк.мальва ; 1404 флокс ; 1702 бл.астра ; 2411 синий ; 2706 голубой ; 2714 василёк ; 3002 ледяной ; 3010 голубая бирюза ; 3906 св.зелёный ; 3910 трава ; 4102 св.мята ; 5904 песок ; 7002 стальной ; 7004 т.серый ; 7214 чёрный,"Рекомендованный номер крючка: №1,0  1,5.Бережная ручная стирка, max 30°C.;Тоненькая, плотно скрученная ниточка ""Роза""  мерсеризованный хлопок. Отлично подойдет для вывязывания ажурных салфеток и скатертей.",http://terrakot-yarn.ru/images/items/150/yarn150big.jpg,http://terrakot-yarn.ru/images//items/150/yarn150.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
161-pion/,http://terrakot-yarn.ru/161_pion/,Пион,70.0,42,ПНК им. Кирова,Пряжа,Главная страница,,,,Состав:,"70% хлопок, 30% вискоза",Метраж:,250 м,Вес мотка:,50 гр,Вес упаковки:,300 гр (6 мотков),Цена за 1 моток:,70.0,,,,http://terrakot-yarn.ru/images/items/161/03825154.jpg ; http://terrakot-yarn.ru/images/items/161/03824438.jpg ; http://terrakot-yarn.ru/images/items/161/03854152.jpg ; http://terrakot-yarn.ru/images/items/161/03827676.jpg ; http://terrakot-yarn.ru/images/items/161/03824437.jpg ; http://terrakot-yarn.ru/images/items/161/03824436.jpg ; http://terrakot-yarn.ru/images/items/161/03824434.jpg ; http://terrakot-yarn.ru/images/items/161/03827671.jpg ; http://terrakot-yarn.ru/images/items/161/03829553.jpg ; http://terrakot-yarn.ru/images/items/161/03835304.jpg ; http://terrakot-yarn.ru/images/items/161/03831473.jpg ; http://terrakot-yarn.ru/images/items/161/03831157.jpg ; http://terrakot-yarn.ru/images/items/161/03829555.jpg ; http://terrakot-yarn.ru/images/items/161/03824442.jpg ; http://terrakot-yarn.ru/images/items/161/03816956.jpg ; http://terrakot-yarn.ru/images/items/161/03824441.jpg ; http://terrakot-yarn.ru/images/items/161/03831474.jpg ; http://terrakot-yarn.ru/images/items/161/03831475.jpg ; http://terrakot-yarn.ru/images/items/161/03839746.jpg ; http://terrakot-yarn.ru/images/items/161/03831476.jpg ; http://terrakot-yarn.ru/images/items/161/03824440.jpg ; http://terrakot-yarn.ru/images/items/161/03855141.jpg ; http://terrakot-yarn.ru/images/items/161/03839319.jpg ; http://terrakot-yarn.ru/images/items/161/03825155.jpg,0101 белый ; 0102 молочный ; 0103 суровый ; 0502 св.терракот ; 0602 само ; 0701 св.бегония ; 0703 гвоздика ; 0801 розовый ; 0803 св.мальва ; 0805 ярк.малина ; 1001 пыльная астра ; 1302 сирень ; 1601 св.голубой ; 1901 голубая бирюза ; 2001 водолей ; 2002 св.бирюза ; 2102 мята ; 2301 зелёное яблоко ; 2504 св.зелень ; 2602 табак ; 2702 св.оливковый ; 3302 св.какао ; 3600 беж натуральный ; 4302 стальной ; 4305 чёрный,"Рекомендованный номер спиц: 2,0  2,5мм; крючка: №2,0  2,5. Бережная ручная стирка, max 30°C.;Пряжа «Пион» пригодится тем, кто решил пополнить гардероб летней одеждой. Для работы можно взять крючок или спицы. Благодаря шелковистому блеску, любые модели будут выглядеть эффектно. Прекрасно смотрится сочетание глади, связанной на спицах, и кружева, выполненного крючком. Такие модели получаются женственными и романтичными. Можно вязать и ажурными узорами – это как раз то, что подойдет для летней одежды.",http://terrakot-yarn.ru/images/items/161/yarn161big.jpg,http://terrakot-yarn.ru/images//items/161/yarn161.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
440-count,http://terrakot-yarn.ru/440_country_new/,Country New,250.0,158,Alize,Пряжа,Главная страница,,,,Состав:,"20% шерсть, 25% полиамид, 55% акрил",Метраж:,34 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,250.0,,,,http://terrakot-yarn.ru/images/items/440/03848134.jpg ; http://terrakot-yarn.ru/images/items/440/03848133.jpg ; http://terrakot-yarn.ru/images/items/440/03848131.jpg ; http://terrakot-yarn.ru/images/items/440/03843174.jpg ; http://terrakot-yarn.ru/images/items/440/03848130.jpg,5036 бел-гол-красн. ; 5469 беж-оранж-красн ; 5470 красн-беж-св.кор. ; 55 белый ; 5563 беж-красн ; 5654 алый-синий ; 5666 беж-коричневый ; 5675 розовый-белый ; 5680 белый-зелен-коричневый,"Рекомендуемый размер спиц: 12,0  15,0мм. Стирка в тёплой воде (температура до 30 С).;Благодаря натуральному объемному волокну ускоряет вашу ручную работу и придает легкость вашему изделию.",http://terrakot-yarn.ru/images/items/440/yarn440big.jpg,http://terrakot-yarn.ru/images//items/440/yarn440.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
