sku,Link,name_v,price,price_z,categor_list0,categor_list1,categor_list2,categor_list3,categor_list4,categor_list5,list_optoins0,list_optoins_value0,list_optoins1,list_optoins_value1,list_optoins2,list_optoins_value2,list_optoins3,list_optoins_value3,list_optoins4,list_optoins_value4,list_optoins5,list_optoins_value5,list_options9,list_optoins_value9,list_options8,list_optoins_value8,list_options7,list_optoins_value7,list_img,description,img_color,name_color,quantity,quantity opc
229-lana-,http://terrakot-yarn.ru/229_lana_gold_fine/,Lana Gold Fine,240.0,148,Alize,Пряжа,Главная страница,,,,Состав:,"49% шерсть, 51% акрил",Метраж:,390 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,148.00 руб,,,,,,,,,"/images/items/229/03825094.jpg,/images/items/229/03822643.jpg,/images/items/229/03825095.jpg,/images/items/229/03828467.jpg,/images/items/229/03822656.jpg,/images/items/229/03822646.jpg,/images/items/229/03833363.jpg,/images/items/229/03841702.jpg,/images/items/229/03822661.jpg,/images/items/229/03833362.jpg,/images/items/229/03822664.jpg,/images/items/229/03822648.jpg,/images/items/229/03827006.jpg,/images/items/229/03822662.jpg,/images/items/229/03848011.jpg,/images/items/229/03832167.jpg,/images/items/229/03822663.jpg,/images/items/229/03822659.jpg,/images/items/229/03822653.jpg,/images/items/229/03832166.jpg,/images/items/229/03822651.jpg,/images/items/229/03837709.jpg,/images/items/229/03827004.jpg,/images/items/229/03822658.jpg,/images/items/229/03838890.jpg,/images/items/229/03848010.jpg,/images/items/229/03841709.jpg,/images/items/229/03822604.jpg,/images/items/229/03848008.jpg,/images/items/229/03822655.jpg,/images/items/229/03822642.jpg,/images/items/229/03822645.jpg,/images/items/229/03822650.jpg,/images/items/229/03829065.jpg,/images/items/229/03827005.jpg,/images/items/229/03822654.jpg,/images/items/229/03822644.jpg,/images/items/229/03832173.jpg,/images/items/229/03833364.jpg,/images/items/229/03837708.jpg,/images/items/229/03841710.jpg,/images/items/229/03822649.jpg","Рекомендуемый размер спиц: 2,5  4мм. Плотность вязания: 10см х 10см = 24п х 32р. Стирка в тёплой воде (температура до 30 С).Вязать из этой полушерстяной теплой пряжи легко и приятно — упругая, плотная нить красиво ложится в любой узор, не слоится и мягко скользит по спицам. К тому же, пряжа отличается экономичностью, ведь в одном мотке ее 390 метров. Приятная цветовая гамма порадует любителей насыщенных, глубоких оттенков, которые так актуальны зимой.","[['/images/items/229/yarn229big.jpg'], ['/images//items/229/yarn229.png']]","01 молочный,05 беж,111 сливовый,118 зелёный,141 василек,151 т.маренго,154 т.коралл,155 т.лагуна,161 пудра,182 т.серый,193 аспарагус,200 сталь,203 джинс,207 натуральный беж,21 св.серый,214 болото,216 канарейка,221 св.джинс,237 т.голубой,240 кофе,245 гол.бирюза,26 шоколад,260 сирень,28 св.черничный,29 оливковый,307 свекольный,348 т.серый,359 ярк.амарант,373 св.коричневый,381 морская волна,390 вишня,40 гиацинт,426 т.зеленый,450 молочный,495 рубин,499 беж,55 белый,56 красный,57 бордо,58 т.синий,583 коричневый,590 т.синий,60 черный,62 сливочный,640 т.мор.волна,641 т.терракот,680 св.беж.,684 св.серый,98 розовый",10,10;10;10;10;10;10;10;10;10
228-lana-,http://terrakot-yarn.ru/228_lana_gold_batik/,Lana Gold Batik,250.0,159,Alize,Пряжа,Главная страница,,,,Состав:,"49% шерсть, 51% акрил",Метраж:,240 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,159.00 руб,,,,,,,,,"/images/items/228/03804875.jpg,/images/items/228/03804870.jpg,/images/items/228/03813407.jpg,/images/items/228/03804880.jpg,/images/items/228/03804868.jpg,/images/items/228/03813403.jpg,/images/items/228/03813404.jpg,/images/items/228/03813402.jpg,/images/items/228/03818573.jpg,/images/items/228/03825092.jpg,/images/items/228/03832174.jpg,/images/items/228/03832247.jpg,/images/items/228/03848006.jpg,/images/items/228/03853439.jpg","Рекомендуемый размер спиц: 4,0  6,0мм; крючок: №3,5  6,0. Плотность вязания: 10см х 10см = 22п х 17,5р. Стирка в тёплой воде (температура до 30 С).Изделия из данной пряжи отлично поднимают настроение разнообразием своих красок. Большой выбор вариантов меланжевых расцветок позволяет создавать как детские шапочки, так и элегантные женские и мужские вещи.","[['/images/items/228/yarn228big.jpg'], ['/images//items/228/yarn228.png']]","1600 синий-серый,1601 серый-белый,1602 серый-бел.-розовый,1732 шоколад-песочный,1739 фиол.-бордо-роз.,1895 вишня-персик,2626 мол.-пес.-золот.,2978 бел.-джинс-бордо,3017 шок.-пес.-гиац-т.син.,3341 черн-мол-кор-беж,3344 болот-кор-св.беж.,3927 сир-бир.,3940 аспарагус-мальва,4467 мор.вол-т.сер-сер.,4574 мол-беж-алый,6378 беж-шафр-джин-т.син.,6915",10,10;10;10;10;10;10;10;10;10
420-lana-,http://terrakot-yarn.ru/420_lana_gold_800/,Lana Gold 800,230.0,146,Alize,Пряжа,Главная страница,,,,Состав:,"49% шерсть, 51% акрил",Метраж:,800 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,146.00 руб,,,,,,,,,"/images/items/420/03832620.jpg,/images/items/420/03837714.jpg,/images/items/420/03837723.jpg,/images/items/420/03832624.jpg,/images/items/420/03837732.jpg,/images/items/420/03832609.jpg,/images/items/420/03832507.jpg,/images/items/420/03841774.jpg,/images/items/420/03832605.jpg,/images/items/420/03833366.jpg,/images/items/420/03837719.jpg,/images/items/420/03832621.jpg,/images/items/420/03837730.jpg,/images/items/420/03832607.jpg,/images/items/420/03847953.jpg,/images/items/420/03847941.jpg,/images/items/420/03837724.jpg,/images/items/420/03838894.jpg,/images/items/420/03832619.jpg,/images/items/420/03832603.jpg,/images/items/420/03837729.jpg,/images/items/420/03837718.jpg,/images/items/420/03832623.jpg,/images/items/420/03837728.jpg,/images/items/420/03837725.jpg,/images/items/420/03847940.jpg,/images/items/420/03832625.jpg,/images/items/420/03847939.jpg,/images/items/420/03853515.jpg,/images/items/420/03832622.jpg,/images/items/420/03833368.jpg,/images/items/420/03832608.jpg,/images/items/420/03837722.jpg,/images/items/420/03832606.jpg,/images/items/420/03833370.jpg,/images/items/420/03837717.jpg,/images/items/420/03837720.jpg,/images/items/420/03841772.jpg,/images/items/420/03832604.jpg","Рекомендуемый размер спиц: 2,0 - 4,0мм; крючок: №2,0 - 3,5. Плотность пязания: 10см х 10см = 30п х 40р. Стирка в тёплой воде (температура до 30 С).;;Пометка 800 в названии — это метраж всем известной пряжи LANAGOLD, здесь 800 метров в 100 граммовом мотке. Такой метраж открывает большие возможности для вязания. В одну нить спицами 2,5-3 или крючком 1,5-2 можно выполнять невесомые ажуры (тонкие свитера и туники, шали и палантины), в две-три нити спицами 4-4,5 — отлично смотрятся арановые узоры и косы (жакеты, пуловеры и туники для свей семьи), а в 4 нити вяжут знаменитые Лало-кардиганы, теплые и объемные с красивыми переходами из одного цвета в другой.","[['/images/items/420/yarn420big.jpg'], ['/images//items/420/yarn420.png']]","01 сливочный,05 песок,118 т.зеленый,141 василёк,151 т.маренго,152 лён,154 коралл,155 т.лагуна,161 пудра,182 маренго,193 оливковый,200 сталь,203 джинс,207 св.маренго,21 св.серый,214 т.зеленый,215 мадонна,216 канарейка,221 св.джинс,240 кофе,245 лазурь,26 коричневый,260 сир.перс.,28 св.брусничный,29 болото,307 прелая вишня,348 серый,359 т розовый,373 шоколад,381 дымч.джинс,40 гиацинт,426 т.зеленый,450 нат.белый,495 рубин,55 белый,56 красный,57 бордо,58 синий,590 т.синий,60 чёрный,62 молочный,680 св.беж,684 св.серый,98 розовый",10,10;10;10;10;10;10;10;10;10
227-lana-,http://terrakot-yarn.ru/227_lana_gold/,Lana Gold,240.0,148,Alize,Пряжа,Главная страница,,,,Состав:,"49% шерсть, 51% акрил",Метраж:,240 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,148.00 руб,,,,,,,,,"/images/items/227/00001653.jpg,/images/items/227/00001654.jpg,/images/items/227/00001656.jpg,/images/items/227/03813391.jpg,/images/items/227/03813396.jpg,/images/items/227/00380022.jpg,/images/items/227/03832164.jpg,/images/items/227/03841719.jpg,/images/items/227/03858433.jpg,/images/items/227/03832233.jpg,/images/items/227/03820808.jpg,/images/items/227/03813398.jpg,/images/items/227/03826830.jpg,/images/items/227/00001660.jpg,/images/items/227/03847999.jpg,/images/items/227/03832170.jpg,/images/items/227/03815327.jpg,/images/items/227/03814772.jpg,/images/items/227/00001661.jpg,/images/items/227/03818691.jpg,/images/items/227/03837702.jpg,/images/items/227/03814771.jpg,/images/items/227/03853436.jpg,/images/items/227/03837703.jpg,/images/items/227/03838887.jpg,/images/items/227/03858430.jpg,/images/items/227/03841713.jpg,/images/items/227/00001663.jpg,/images/items/227/03847994.jpg,/images/items/227/03853434.jpg,/images/items/227/03858455.jpg,/images/items/227/00001665.jpg,/images/items/227/00001668.jpg,/images/items/227/03828472.jpg,/images/items/227/03827007.jpg,/images/items/227/00001670.jpg,/images/items/227/03829076.jpg,/images/items/227/03826829.jpg,/images/items/227/00001671.jpg,/images/items/227/03832161.jpg,/images/items/227/03832231.jpg,/images/items/227/03832232.jpg,/images/items/227/03837705.jpg,/images/items/227/03838886.jpg,/images/items/227/03853431.jpg,/images/items/227/00001672.jpg","Рекомендуемый размер спиц: 4,0  6,0мм. Плотность вязания: 10см х 10см = 22п х 17,5р. Стирка в тёплой воде (температура до 30 С).Полушерстянаяпряжа Alize Lana Gold прекрасно подойдет для вязания теплых вещей: свитеров и кофт, стильных платьев и сарафанов, шарфов и шапочек. Cостав пряжиLana Gold позволяет получать мягкие вещи, хранящие тепло натуральной шерсти и обладающие практичностью акриловой нити.","[['/images/items/227/yarn227big.jpg'], ['/images//items/227/yarn227.png']]","01 сливочный,05 бежевый,111 сливовый,118 т.зеленый,141 василек,152 натуральный,154 т.коралл,155 т.мор.волна,161 пудра,193 оливковый,200 сталь,203 джинс,207 натуральный беж,21 сер.мел.,215 синий джинс,216 канарейка,221 св.джинс,240 кофе,26 шоколад,260 сир.перс.,265 розов.коралл,29 оливковый,307 свекольный,359 ярк.розовый,386 полынь,388 пурпурный,390 яр.вишня,40 гиацинт,450 суровый,495 рубин,499 беж,55 отбелка,58 т.синий,585 речной жемчуг,590 т.синий,60 чёрный,600 чёрно-серый меланж,601 чёрно-белый меланж,62 молочный,640 т.зел.бирюза,650 бежевый меланж,651 серый меланж,680 кремовый,684 св.мыш,902 джинс.-т.серый меланж,98 розовый",10,10;10;10;10;10;10;10;10;10
1205-kid-,http://terrakot-yarn.ru/1205_kid_royal_50/,Kid Royal 50,none,none,Alize,Пряжа,Главная страница,,,,Состав:,"62% кид мохер, 38% полиамид",Метраж:,500 м,Вес мотка:,50 гр,Вес упаковки:,250 гр (5 мотков),Цена за 1 моток:,,170.00 руб,153.00 руб,,,,,,,"/images/items/1205/03858488.jpg,/images/items/1205/03847654.jpg,/images/items/1205/03847645.jpg,/images/items/1205/03847642.jpg,/images/items/1205/03854538.jpg,/images/items/1205/03858491.jpg,/images/items/1205/03847641.jpg,/images/items/1205/03848064.jpg,/images/items/1205/03847646.jpg,/images/items/1205/03848066.jpg,/images/items/1205/03848068.jpg,/images/items/1205/03853693.jpg,/images/items/1205/03847647.jpg,/images/items/1205/03858487.jpg,/images/items/1205/03847643.jpg,/images/items/1205/03847650.jpg","Рекомендуемый размер спиц: 2,0  5,0мм, крючок: №1,5  3,5. Стирка в тёплой воде (температура до 30 С).Из Kid Royal — пряжи очень нежной и теплой — получаются просто восхитительные уютные зимние вещи, которые согреют и взрослых, и детей. Мягчайшая, слегка пушистая и пружинистая ниточка красиво выглядит в любом узоре. Хотя Kid Royal используется обычно для вязания зимних вещей, из данной пряжи получаются также отличные ажурные накидки и кофточки. Мягкость и нежность готовых вещей оценят даже дети, а перед широким выбором расцветок этой прекрасной пряжи уж точно никто не устоит. Веселые, яркие цвета подойдут для ребятишек и взрослых, предпочитающих быть в центре внимания, а спокойные глубокие тона понравятся любителям неброской роскоши мохера.","[['/images/items/1205/yarn1205big.jpg'], ['/images//items/1205/yarn1205.png']]","109 лайм,141 василек,143 св.розовый,161 бл.розовый,183 св.голубой,216 желтый,27 астра,40 гиацинт,443 голубая бирюза,457 зел.бирюза,55 белый,56 красный,60 черный,619 коралловый,62 молочный,67 речной жемчуг",10,10;10;10;10;10;10;10;10;10
355-happy,http://terrakot-yarn.ru/355_happy_baby/,Happy Baby,200.0,128,Alize,Пряжа,Главная страница,,,,Состав:,"65% акрил, 35% полиамид",Метраж:,350 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,128.00 руб,,,,,,,,,"/images/items/355/03841842.jpg,/images/items/355/03839589.jpg,/images/items/355/03835985.jpg,/images/items/355/03841839.jpg,/images/items/355/03841841.jpg,/images/items/355/03835988.jpg,/images/items/355/03834968.jpg,/images/items/355/03835983.jpg,/images/items/355/03834959.jpg,/images/items/355/03834957.jpg,/images/items/355/03834958.jpg,/images/items/355/03834963.jpg,/images/items/355/03853749.jpg,/images/items/355/03858845.jpg,/images/items/355/03839586.jpg,/images/items/355/03835989.jpg,/images/items/355/03835986.jpg,/images/items/355/03834966.jpg,/images/items/355/03848154.jpg,/images/items/355/03835981.jpg,/images/items/355/03858844.jpg,/images/items/355/03834917.jpg,/images/items/355/03848152.jpg,/images/items/355/03835991.jpg,/images/items/355/03834916.jpg,/images/items/355/03844780.jpg,/images/items/355/03835982.jpg,/images/items/355/03839585.jpg,/images/items/355/03839584.jpg,/images/items/355/03835984.jpg,/images/items/355/03834960.jpg,/images/items/355/03835990.jpg,/images/items/355/03835987.jpg,/images/items/355/03834962.jpg","Рекомендуемый размер спиц: 3,0 - 4,0мм, крючок: №4,0. Стирка в тёплой воде (температура до 30 С).;;Пряжа мягкая, гипоаллергенная, прочная, хорошо пропускает воздух. Идеальная пряжа для вязания изделий самым маленьким.","[['/images/items/355/yarn355big.jpg'], ['/images//items/355/yarn355.png']]","01 молочный,119 сталь,128 гол.бирюза,141 василек,149 малина,183 неж.голубой,185 неж.розовый,187 неж.желтый,191 розовый,216 желтый,218 св.голубой,249 мята,27 астра,282 св.персиковый,310 св.беж,340 бл.розовый,359 коралл,371 св.розовый,374 т.голубой,402 св.серый,41 весна,43 лаванда,450 белый,471липа,483 оранж,55 ультрабелый,556 само,56 красный,58 синий,60 черный,62 молочный,670 роз.лепесток,671 бл.сирень,672 ярк.сирень,674 голубой",10,10;10;10;10;10;10;10;10;10
259-forev,http://terrakot-yarn.ru/259_forever_simli/,Forever Simli,120.0,75,Alize,Пряжа,Главная страница,,,,Состав:,"96% микрофибра, 4% метанит",Метраж:,280 м,Вес мотка:,50 гр,Вес упаковки:,250 гр (5 мотков),Цена за 1 моток:,75.00 руб,,,,,,,,,"/images/items/259/03829979.jpg,/images/items/259/03829981.jpg,/images/items/259/03829977.jpg,/images/items/259/03836030.jpg,/images/items/259/03829946.jpg,/images/items/259/03836031.jpg,/images/items/259/03829972.jpg,/images/items/259/03852269.jpg,/images/items/259/03829984.jpg,/images/items/259/03829973.jpg,/images/items/259/03829978.jpg,/images/items/259/03841845.jpg,/images/items/259/03829974.jpg,/images/items/259/03829975.jpg,/images/items/259/03829983.jpg,/images/items/259/03836032.jpg,/images/items/259/03836033.jpg","Рекомендуемый размер для вязания спиц: 2-3,5мм; крючок №0,75-1,5. Ручная стирка в теплой воде (температура до 30 С). ;;Необычайно красивая классическая пряжа с люрексом - прочная, мягкая и шелковистая. Она предназначена для вязания летних и весенних вещей и прекрасно подойдет как для спиц, так и для крючка. Благодаря удачно подобранному в тон пряжи люрексу создается впечатление, что она светится изнутри. Материал прекрасно подойдет для вязания нарядных топиков, ажурных кофточек, платьев и костюмов, а также для отделки.","[['/images/items/259/yarn259big.jpg'], ['/images//items/259/yarn259.png']]","01 молочный,106 красный,141 василёк,158 сирень,16 т.бирюза,282 само,32 бл.роза,328 ярк.зелень,35 т.зелёный,376 бирюза,39 флокс,396 малина,40 гиацинт,55 белый,60 чёрный,610 зелен.бирюза,619 т.персик,83 тыква",10,10;10;10;10;10;10;10;10;10
1592-lidi,http://terrakot-yarn.ru/1592_lidiya_wool_b_(lidija_chsh_v_bobinah)/,LIDIYA WOOL B (Лидия ЧШ в бобинах),2340.0,1462,ПРЯЖА В БОБИНАХ,Пряжа,Главная страница,,,,Состав:,100% шерсть. Цена указана за 1 кг. Окончательная цена будет указана в накладной после взвешивания бобины,Метраж:,1600 м,Вес мотка:,1000 гр,Вес упаковки:,1000 гр (1 мотков),Цена за 1 моток:,1462.00 руб,,,,,,,,,"/images/items/1592/03856715.jpg,/images/items/1592/03856698.jpg,/images/items/1592/03856699.jpg,/images/items/1592/03856713.jpg,/images/items/1592/03856706.jpg,/images/items/1592/03856702.jpg,/images/items/1592/03856700.jpg,/images/items/1592/03856708.jpg,/images/items/1592/03856718.jpg,/images/items/1592/03856717.jpg",,"[['/images/items/1592/yarn1592big.jpg'], ['/images//items/1592/yarn1592.png']]","32-2, Lidiya Wool B, 1440, лесной эльф,32-2, Lidiya Wool B, 17, св.беж.,32-2, Lidiya Wool B, 25, суровый,32-2, Lidiya Wool B, 90003, голуб_2,32-2, Lidiya Wool B, 90028, песоч_v2,32-2, Lidiya Wool B, 90056, сталь_v2,32-2, Lidiya Wool B, 90139, орхид_v2,32-2, Lidiya Wool B, 90158, флокс_v2,32-2, Lidiya Wool B, 90666, кофе_v2,32-2, Lidiya Wool B, серый мох,32-2, Lidiya Wool B, фиалка",10,10;10;10;10;10;10;10;10;10
1591-lidi,http://terrakot-yarn.ru/1591_lidiya_b_silver_(lidija_psh_silver_v_bobinah)/,LIDIYA B SILVER (Лидия ПШ сильвер в бобинах),1940.0,1210,ПРЯЖА В БОБИНАХ,Пряжа,Главная страница,,,,Состав:,"50% шерсть, 50% акрил. Цена указана за 1 кг. Окончательная цена будет указана в накладной после взвешивания бобины",Метраж:,1600 м,Вес мотка:,1000 гр,Вес упаковки:,1000 гр (1 мотков),Цена за 1 моток:,1210.00 руб,,,,,,,,,"/images/items/1591/03856654.jpg,/images/items/1591/03856653.jpg",,"[['/images/items/1591/yarn1591big.jpg'], ['/images//items/1591/yarn1591.png']]","50Н50Я32-2, Lidiya B silver, 131, мадонна,50Н50Я32-2, Lidiya B silver, 621, какао",10,10;10;10;10;10;10;10;10;10
1590-lidi,http://terrakot-yarn.ru/1590_lidiya_b_(lidija_psh_v_bobinah)/,LIDIYA B (Лидия ПШ в бобинах),1630.0,1017,ПРЯЖА В БОБИНАХ,Пряжа,Главная страница,,,,Состав:,"50% шерсть, 50% акрил
Цена указана за 1 кг. Окончательная цена будет указана только после взвешивания бобины",Метраж:,1600 м,Вес мотка:,1000 гр,Вес упаковки:,1000 гр (1 мотков),Цена за 1 моток:,1017.00 руб,,,,,,,,,"/images/items/1590/03856663.jpg,/images/items/1590/03856676.jpg,/images/items/1590/03856675.jpg,/images/items/1590/03856660.jpg,/images/items/1590/03856665.jpg,/images/items/1590/03856682.jpg,/images/items/1590/03856657.jpg,/images/items/1590/03856685.jpg,/images/items/1590/03856658.jpg,/images/items/1590/03856683.jpg",,"[['/images/items/1590/yarn1590big.jpg'], ['/images//items/1590/yarn1590.png']]","50Н32-2, Lidiya B, 139, орхидея,50Н32-2, Lidiya B, 233, речной жемчуг,50Н32-2, Lidiya B, 30, фрез,50Н32-2, Lidiya B, 4012, имбирь,50Н32-2, Lidiya B, 52039, беж.св.меланж,50Н32-2, Lidiya B, 65, сир.дали,50Н32-2, Lidiya B, 666, кофе,50Н32-2, Lidiya B, 667, св.айва,50Н32-2, Lidiya B, 67, полынь,50Н32-2, Lidiya B, 7297, гроза",10,10;10;10;10;10;10;10;10;10
1230-fash,http://terrakot-yarn.ru/1230_fashion_boucle/,Fashion Boucle,240.0,148,Alize,Пряжа,Главная страница,,,,Состав:,70% акрил - 25% шерсть - 5% полиамид,Метраж:,35 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,148.00 руб,,,,,,,,,/images/items/1230/03848219.jpg,"Рекомендуемый размер спиц: 1215, крючка: 1020.Необычная объемная, воздушная, мягкая и рыхлая фантазийная пряжа. Из нееполучатся шикарные пальто, кардиганы, снуды, шапки.","[['/images/items/1230/yarn1230big.jpg'], ['/images//items/1230/yarn1230.png']]",60 черный,10,10;10;10;10;10;10;10;10;10
225-fancy,http://terrakot-yarn.ru/225_fancy_alpaca_rainbow/,Fancy Alpaca Rainbow,730.0,456,Alize,Пряжа,Главная страница,,,,Состав:,"15% альпака, 15% шерсть, 60% акрил, 10% полиэстер",Метраж:,875 м,Вес мотка:,350 гр,Вес упаковки:,350 гр (1 мотков),Цена за 1 моток:,456.00 руб,,,,,,,,,"/images/items/225/03818582.jpg,/images/items/225/03818709.jpg,/images/items/225/03818718.jpg,/images/items/225/03818714.jpg,/images/items/225/03818713.jpg,/images/items/225/03818583.jpg,/images/items/225/03820856.jpg,/images/items/225/03818717.jpg,/images/items/225/03818584.jpg,/images/items/225/03820858.jpg,/images/items/225/03832183.jpg,/images/items/225/03818716.jpg,/images/items/225/03818711.jpg","Рекомендуемый размер спиц: 4,0 - 6,0мм, крючок: №2,0 - 4,0. Стирка в тёплой воде (температура до 30 С).;;Мягкая, нежная наощупь, буклированая нить средней толщины. Пряжа подходит для теплых демисезонных и зимних вещей: пальто, курток, кофт, пончо, вяжут также покрывала и пледы. Готовое изделие получается пышным, теплым и уютным. Пряжа имеет плавный переход из одного цвета в другой, благодаря чему изделие получается нарядным и приятным для глаз.","[['/images/items/225/yarn225big.jpg'], ['/images//items/225/yarn225.png']]","1001 чёрный-белый,1003 т.син-сероголуб.,1004 оливковый мел.,1008 чёрный-красный,1009 кофе-сливки,1010 беж-коричневый,1019 брусн.-чернич.,1069 беж-молочный,1250 василёк-чёрный,1304 чёрный-серый,1329 корич-терр.,55 белый,60 чёрный",10,10;10;10;10;10;10;10;10;10
439-extra,http://terrakot-yarn.ru/439_extra_folklorik/,Extra Folklorik,170.0,108,Alize,Пряжа,Главная страница,,,,Состав:,100% акрил,Метраж:,210 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,108.00 руб,,,,,,,,,"/images/items/439/03837899.jpg,/images/items/439/03837903.jpg,/images/items/439/03837901.jpg,/images/items/439/03841804.jpg","Рекомендуемый размер спиц: 2,5 - 4,0мм, крючок: №2,0 - 4,0. Стирка в тёплой воде (температура до 30 С).;;Особо прочная нервущаяся пряжа предназначена для вязания пинеток, тапочек, носков, декоративных подушек, пледов, покрывал.;Можно использовать для вязания оригинальных шалей и палантинов, а также верхней одежды.;Разнообразные трендовые оттенки от натуральных до ярких. ","[['/images/items/439/yarn439big.jpg'], ['/images//items/439/yarn439.png']]","4873 бел-сер-сирень,4884 жел-зел-крас.,4893 фестиваль,4897 зол-фиолет",10,10;10;10;10;10;10;10;10;10
262-extra,http://terrakot-yarn.ru/262_extra/,Extra,160.0,97,Alize,Пряжа,Главная страница,,,,Состав:,"90% акрил, 10% шерсть",Метраж:,220 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,97.00 руб,,,,,,,,,"/images/items/262/03837884.jpg,/images/items/262/03837870.jpg,/images/items/262/03837871.jpg,/images/items/262/03837890.jpg,/images/items/262/03844286.jpg,/images/items/262/03853708.jpg,/images/items/262/03844281.jpg,/images/items/262/03844288.jpg,/images/items/262/03841834.jpg,/images/items/262/03837865.jpg,/images/items/262/03837867.jpg,/images/items/262/03837894.jpg,/images/items/262/03844287.jpg,/images/items/262/03837887.jpg,/images/items/262/03837889.jpg,/images/items/262/03837885.jpg,/images/items/262/03853703.jpg,/images/items/262/03853704.jpg,/images/items/262/03844292.jpg,/images/items/262/03837869.jpg,/images/items/262/03837879.jpg,/images/items/262/03837696.jpg,/images/items/262/03841831.jpg,/images/items/262/03841837.jpg,/images/items/262/03837877.jpg,/images/items/262/03844283.jpg,/images/items/262/03837875.jpg,/images/items/262/03854846.jpg,/images/items/262/03844289.jpg,/images/items/262/03844285.jpg,/images/items/262/03837878.jpg,/images/items/262/03837891.jpg,/images/items/262/03837881.jpg,/images/items/262/03837874.jpg,/images/items/262/03844284.jpg,/images/items/262/03841833.jpg,/images/items/262/03837873.jpg,/images/items/262/03837892.jpg,/images/items/262/03844290.jpg,/images/items/262/03837880.jpg,/images/items/262/03837868.jpg","Рекомендуемый размер спиц: 4,0 - 5,0мм, крючок: №3,0. Плотность вязания: 10 см. х 10 см. = 20п. х 25р. Ручная стирка.;;;Шерстяная пряжа, прочная, нервущаяся, идеально выносливая при трениях. Предназначена для домашних пинеток, носков, тапочек, декоративных подушек, покрывал и др. В пряже Extra разнообразные трендовые яркие и натуральные расцветки.","[['/images/items/262/yarn262big.jpg'], ['/images//items/262/yarn262.png']]","01 молочный,100 полынь,106 красный,117 салат,137 коричневый,145 персик,149 малина,152 лён,156 лагуна,167 беж,170 роз.лепесток,171 флокс,191 розовый,20 изумруд,21 серый,210 трава,212 мор.волна,214 болото,216 жёлтый,240 кофе,245 бирюза,26 шоколад,287 св.бирюза,289 т.голубой,29 т.олива,306 слива,328 ярк.зелень,363 св.розовый,407 оранжевый,48 сир.перс.,55 белый,56 алый,57 бордо,598 изумруд,615 каштан,62 молочный,621 ярк.орхидея,644 сирень,661 т.коралл,74 фиолетовый,95 песок",10,10;10;10;10;10;10;10;10;10
415-diva-,http://terrakot-yarn.ru/415_diva_stretch/,Diva Stretch,250.0,158,Alize,Пряжа,Главная страница,,,,Состав:,"92% микрофибра, 8% эластан",Метраж:,400 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,158.00 руб,,,,,,,,,"/images/items/415/03822792.jpg,/images/items/415/03822805.jpg,/images/items/415/03822794.jpg,/images/items/415/03822800.jpg,/images/items/415/03822802.jpg,/images/items/415/03845644.jpg,/images/items/415/03822799.jpg,/images/items/415/03847146.jpg,/images/items/415/03845643.jpg,/images/items/415/03830938.jpg,/images/items/415/03822803.jpg,/images/items/415/03834890.jpg,/images/items/415/03830935.jpg","Рекомендуемый размер спиц: 2,5 - 3,5мм, крючок: №1,5 - 3,0. Стирка в тёплой воде (температура до 30 С).;;Из Diva Stretch можно вязать не только стильные вещи по фигуре, но даже модные в нынешнем сезоне вязаные купальники. Упругая нить прекрасно ложится в любой выбранный узор, даже самый сложный. Готовые изделия быстро сохнут и совершенно не подвержены деформации благодаря отлично сбалансированному составу.","[['/images/items/415/yarn415big.jpg'], ['/images//items/415/yarn415.png']]","106 красный,109 липа,132 василек,158 фиалка,178 т.розовый,245 гол.бирюза,368 бежевый,376 св.бирюза,378 фуксия,396 алый,488 жёлтый,55 белый,610 весенняя зелень,619 т.персик",10,10;10;10;10;10;10;10;10;10
