sku,Link,name_v,price,price_z,categor_list0,categor_list1,categor_list2,categor_list3,categor_list4,categor_list5,list_optoins0,list_optoins_value0,list_options5,list_optoins_value5,list_optoins1,list_optoins_value1,list_optoins2,list_optoins_value2,list_optoins3,list_optoins_value3,list_optoins4,list_optoins_value4,price_skidka,list_img,description,img_color,name_color,quantity,quantity opc
1371-milk,http://terrakot-yarn.ru/1371_milk_cotton_plus/,MILK COTTON PLUS,120.0,75,Color City,Пряжа,Главная страница,,,,Состав:,"45% хлопок, 15% шелк искусственный, 40% акрил из молока",,,Метраж:,100 м,Вес мотка:,50 гр,Вес упаковки:,500 гр (10 мотков),Цена за 1 моток:,120.0,,,,"[['/images/items/1371/yarn1371big.jpg'], ['/images/emptyimg.png']]","003 песок,014 т.синий,038 желт-сир-перс.крап,04 натуральный,05 морковный,06 гиацинт,08 малина,09 трава,11 ярк.зелень,13 фиолетовый,14 лиловый,19 черный,22 т.зеленый,26 шоколад,28 серый,30 коралл-желт-брусн.,32 бир-желт-фиол.,34 желтый-фиолетовый,35 коралл-сирень,36 сер-бел-горч.,37 серый-амарант,А08 василек",10,10;10;10;10;10;10;10;10;10
543-letto,http://terrakot-yarn.ru/543_letto/,Letto,120.0,73,Color City,Пряжа,Главная страница,,,,Состав:,"75% хлопок, 25% микрофибра",,,Метраж:,350 м,Вес мотка:,50 гр,Вес упаковки:,500 гр (10 мотков),Цена за 1 моток:,120.0,,/images/items/543/03835245.jpg,"Рекомендованный номер спиц: 2,0 - 2,5мм; крючка: №2,0 - 2,5. Бережная ручная стирка, max 30°C.;Пряжу Color City Letto выпускают в Китае с применением немецких технологий. Хлопковая основа и тонкость нити делают ее подходящей для летних вещей: накидок, платьев, сарафанов, топов, юбок. Осенний и весенний гардероб также можно выполнить из этой пряжи, но для вязания понадобится несколько сложений нити, полотно будет получаться очень мягким. Рукодельницы оценили мягкость, гипоаллергенность, рекомендуют для создания детских вещей. Из Color City Letto выйдут замечательные, слегка пушистые кофточки, пледы, шапочки, шарфы. С тонкой нитью лучше работать опытным мастерицам.","[['/images/items/543/yarn543big.jpg'], ['/images//items/543/yarn543.png']]",2622 черный,10,10;10;10;10;10;10;10;10;10
486-kanga,http://terrakot-yarn.ru/486_kangaroo_wool/,Kangaroo Wool,300.0,185,Color City,Пряжа,Главная страница,,,,Состав:,"95% шерсть, 5% шерсть кенгуру",,,Метраж:,300 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,300.0,,"/images/items/486/03826325.jpg,/images/items/486/03847820.jpg,/images/items/486/03826323.jpg,/images/items/486/03837964.jpg,/images/items/486/03829960.jpg,/images/items/486/03826310.jpg,/images/items/486/03837140.jpg,/images/items/486/03828869.jpg","Рекомендуемый размер спиц: 3 - 5мм, крючок: №2 - 4. Ручная стирка.;Пряжа Color City Kangaroo Wool отличается мягкостью и упругостью. Эти ценные качества обеспечены ее составляющими, применением немецких технологий и оборудования. Природные завитки овечьей шерсти мериносовой породы как нельзя лучше подходят для плотного кручения нити. Гипоаллергенность, приятные ощущения при соприкосновении с кожей делают ее использование возможным для всех людей без ограничения. Добавление к основному составу шерсти кенгуру — новое в вязании, однако уже успело получить позитивные отклики, возможно шерсть этого животного придает нити особую упругость.","[['/images/items/486/yarn486big.jpg'], ['/images//items/486/yarn486.png']]","2221 красный,2224 т.красный,230 мальва,2300 серокоричневый,2407 аспарагус,2407/076 св.фисташка,2414 изумруд,2415 аспарагус,2416 зелёный,2507 бл.фисташка,419 салат,F218 розовосиреневый",10,10;10;10;10;10;10;10;10;10
485-gold-,http://terrakot-yarn.ru/485_gold_baby/,Gold Baby,120.0,76,Color City,Пряжа,Главная страница,,,,Состав:,"48% шерсть, 52% искусственный шёлк",,,Метраж:,150 м,Вес мотка:,50 гр,Вес упаковки:,500 гр (10 мотков),Цена за 1 моток:,120.0,,"/images/items/485/03826545.jpg,/images/items/485/03827522.jpg","Рекомендуемый размер спиц: 2,5 - 3,0мм, крючок: №2,0 - 3,0. Стирка в тёплой воде (температура до 30 С).;Ярко-окрашенная нить, подойдет для вязания детских изделий. Мягкая, струящаяся нить.","[['/images/items/485/yarn485big.jpg'], ['/images//items/485/yarn485.png']]","2103 св.золото,2206 коралл,2227 т.бордо,231 фиолетовый,2622 чёрный2",10,10;10;10;10;10;10;10;10;10
523-boom-,http://terrakot-yarn.ru/523_boom_cotton_maxi_melanzh/,Boom Cotton Maxi меланж,120.0,76,Color City,Пряжа,Главная страница,,,,Состав:,"70% хлопок, 30% вискоза",,,Метраж:,250 м,Вес мотка:,50 гр,Вес упаковки:,500 гр (10 мотков),Цена за 1 моток:,120.0,,"/images/items/523/03838794.jpg,/images/items/523/03835277.jpg","   Рекомендуемый размер спиц: 2,0 - 2,5мм, крючок: №2,0. Стирка в тёплой воде (температура до 30 С).;Вискоза придает хлопку пластичность и блеск, а хлопок удерживает вискозу от растяжения. Связанное полотно приятное на ощупь, отлично драпируется, сохраняет форму и узоры.","[['/images/items/523/yarn523big.jpg'], ['/images//items/523/yarn523.png']]","4661 бел-лим-оранж,4663 бел-песок",10,10;10;10;10;10;10;10;10;10
556-boom-,http://terrakot-yarn.ru/556_boom_cotton_maxi/,Boom Cotton Maxi,120.0,75,Color City,Пряжа,Главная страница,,,,Состав:,"70% хлопок, 30% вискоза",,,Метраж:,250 м,Вес мотка:,50 гр,Вес упаковки:,500 гр (10 мотков),Цена за 1 моток:,120.0,,/images/items/556/03835267.jpg,"Рекомендуемый размер спиц: 2,0 - 2,5мм, крючок: №2,0. Стирка в тёплой воде (температура до 30 С).;Вискоза придает хлопку пластичность и блеск, а хлопок удерживает вискозу от растяжения. Связанное полотно приятное на ощупь, отлично драпируется, сохраняет форму и узоры.","[['/images/items/556/yarn556big.jpg'], ['/images//items/556/yarn556.png']]",52 белый,10,10;10;10;10;10;10;10;10;10
483-baby-,http://terrakot-yarn.ru/483_baby_cashmere_print/,Baby Cashmere Print,290.0,182,Color City,Пряжа,Главная страница,,,,Состав:,"60% шёлк, 30% микрофибра, 10% кашемир",,,Метраж:,380 м,Вес мотка:,125 гр,Вес упаковки:,250 гр (2 мотков),Цена за 1 моток:,290.0,,/images/items/483/03832545.jpg,"Рекомендованный номер спиц: 2.5 - 3,5мм; крючка: №2,0 - 2,5. Бережная ручная стирка, max 30°C.;Очень мягкая пряжа. Кашемир, придаст изделию теплоты, шелк - струящуюся структуру, а микрофибра - прочности. Подходит для самой чувствительной кожи. Принт придаст изделию яркости и оригинальности.","[['/images/items/483/yarn483big.jpg'], ['/images//items/483/yarn483.png']]",F235 красн-чёрн.крап,10,10;10;10;10;10;10;10;10;10
134-karol,http://terrakot-yarn.ru/134_karolina_(karolina)/,Karolina (Каролина),200.0,123,Семёновская пряжа,Пряжа,Главная страница,,,,Состав:,100% акрил,,,Метраж:,427 м,Вес мотка:,100 гр,Вес упаковки:,1000 гр (10 мотков),Цена за 1 моток:,200.0,,"/images/items/134/03828593.jpg,/images/items/134/03847929.jpg,/images/items/134/03848587.jpg,/images/items/134/03847363.jpg,/images/items/134/03847671.jpg,/images/items/134/03848583.jpg,/images/items/134/03847908.jpg,/images/items/134/03848586.jpg,/images/items/134/03848582.jpg,/images/items/134/03850560.jpg,/images/items/134/03854564.jpg,/images/items/134/03853796.jpg,/images/items/134/03851408.jpg,/images/items/134/03851405.jpg,/images/items/134/03851409.jpg,/images/items/134/03828030.jpg,/images/items/134/03857908.jpg,/images/items/134/03859044.jpg,/images/items/134/03852370.jpg,/images/items/134/03853054.jpg,/images/items/134/03854942.jpg,/images/items/134/03830844.jpg,/images/items/134/03830843.jpg,/images/items/134/03847361.jpg,/images/items/134/03828590.jpg,/images/items/134/03826469.jpg,/images/items/134/03829360.jpg,/images/items/134/03828592.jpg,/images/items/134/03828032.jpg,/images/items/134/03829364.jpg,/images/items/134/03833879.jpg,/images/items/134/03846898.jpg,/images/items/134/03828033.jpg,/images/items/134/03830841.jpg,/images/items/134/03829363.jpg,/images/items/134/03846896.jpg,/images/items/134/03830015.jpg,/images/items/134/03842936.jpg,/images/items/134/03843215.jpg,/images/items/134/03843489.jpg,/images/items/134/03829367.jpg,/images/items/134/03830014.jpg,/images/items/134/03830845.jpg,/images/items/134/03842209.jpg,/images/items/134/03847672.jpg,/images/items/134/03846897.jpg,/images/items/134/03829361.jpg","Рекомендованный номер спиц: 2,0 - 2,5мм; крючка: №2,0 - 2,5. Бережная ручная стирка, max 30°C.;;Удобная для вязания пряжа «Каролина» будь то крючком или спицами. Нитка хорошей толщины, при вязании не скручивается, полотно приятное на ощупь. Нитка ложится ровно и аккуратно. В вязании не скользит сильно по спицам, не расщепляется под крючком. Изделия из пряжи «Каролина» хорошо держат форму, не надо расправлять, фиксировать. ","[['/images/items/134/yarn134big.jpg'], ['/images//items/134/yarn134.png']]","10303, Karolina, 1, чёрный,10303, Karolina, 10742, само_NEW,10303, Karolina, 10744, ярк.ор_NEW,10303, Karolina, 10745, пурпур_NEW,10303, Karolina, 10898, багр_NEW,10303, Karolina, 10937, гроза_NEW,10303, Karolina, 10940, бронза_NEW,10303, Karolina, 10942, св.сирен_NEW,10303, Karolina, 10968, гвозд_NEW,10303, Karolina, 11196, вереск_NEW,10303, Karolina, 11197, брусн_NEW,10303, Karolina, 11199, бежев_NEW,10303, Karolina, 11200, перлам_NEW,10303, Karolina, 11203, т.зел_NEW,10303, Karolina, 11204, липа_NEW,10303, Karolina, 11205, ярк.лайм_NEW,10303, Karolina, 1130, ангора,10303, Karolina, 11331, гиацинт_NEW,10303, Karolina, 11808, астра_NEW,10303, Karolina, 12126, голуб_NEW,10303, Karolina, 12127, ярк.роз_NEW,10303, Karolina, 12144, кармин_NEW,10303, Karolina, 122, зел.ябл,10303, Karolina, 13, бордо,10303, Karolina, 13378, какао_NEW,10303, Karolina, 13389, кофе_NEW,10303, Karolina, 13390, айсберг_NEW,10303, Karolina, 13427, орхидея_NEW,10303, Karolina, 142, апельсин,10303, Karolina, 158, флокс,10303, Karolina, 17, св.беж.,10303, Karolina, 179, белый,10303, Karolina, 180, василёк,10303, Karolina, 211, т.бирюз,10303, Karolina, 215, георгин,10303, Karolina, 216, канарейка,10303, Karolina, 219, т.золото,10303, Karolina, 27, мор.вол,10303, Karolina, 272, колокол.,10303, Karolina, 29, алый,10303, Karolina, 3, голубой,10303, Karolina, 323, аспарагус,10303, Karolina, 46, амарант,10303, Karolina, 47, ярк.зел.,10303, Karolina, 54025, розов_NEW,10303, Karolina, 54029, шамп_NEW,10303, Karolina, 54067, ярк.зел_NEW,10303, Karolina, 54113, т.бир_NEW,10303, Karolina, 56, стальн.,10303, Karolina, 58, т.корич,10303, Karolina, 64, клевер,10303, Karolina, 67, полынь,10303, Karolina, 7095, красн.террак.,10303, Karolina, 7863, ежевика,10303, Karolina, 899, весна,10303, Karolina, 920, зел.бир.",10,10;10;10;10;10;10;10;10;10
1200-kara,http://terrakot-yarn.ru/1200_karapuz_eco_(karapuz_eko)/,Karapuz Eco (Карапуз Эко),110.0,67,Семёновская пряжа,Пряжа,Главная страница,,,,Состав:,"90% акрил, 10% капрон",,,Метраж:,125 м,Вес мотка:,50 гр,Вес упаковки:,500 гр (10 мотков),Цена за 1 моток:,110.0,,"/images/items/1200/03846886.jpg,/images/items/1200/03846894.jpg,/images/items/1200/03842249.jpg,/images/items/1200/03846893.jpg,/images/items/1200/03846888.jpg,/images/items/1200/03842248.jpg,/images/items/1200/03846892.jpg,/images/items/1200/03842252.jpg,/images/items/1200/03847670.jpg,/images/items/1200/03846891.jpg,/images/items/1200/03846890.jpg,/images/items/1200/03846887.jpg,/images/items/1200/03842254.jpg,/images/items/1200/03842247.jpg,/images/items/1200/03846895.jpg,/images/items/1200/03842251.jpg,/images/items/1200/03842255.jpg,/images/items/1200/03842250.jpg,/images/items/1200/03842253.jpg,/images/items/1200/03846889.jpg,/images/items/1200/03842246.jpg",,"[['/images/items/1200/yarn1200big.jpg'], ['/images//items/1200/yarn1200.png']]","10657, Karapuz Eco, 1130, ангора,10657, Karapuz Eco, 123, св.сиренев,10657, Karapuz Eco, 1445, вереск,10657, Karapuz Eco, 17, св.беж.,10657, Karapuz Eco, 179, белый,10657, Karapuz Eco, 180, василек,10657, Karapuz Eco, 20, розовый,10657, Karapuz Eco, 211, т.бирюза,10657, Karapuz Eco, 213, кармин,10657, Karapuz Eco, 216, канарейка,10657, Karapuz Eco, 3, голубой,10657, Karapuz Eco, 323, аспарагус,10657, Karapuz Eco, 47, ярк.зел.,10657, Karapuz Eco, 51, бруснич,10657, Karapuz Eco, 5234, ярк.лайм,10657, Karapuz Eco, 64, клевер,10657, Karapuz Eco, 655, ярк.оранж.,10657, Karapuz Eco, 7297, гроза,10657, Karapuz Eco, 772, шампанск.,10657, Karapuz Eco, 899, весна,10657, Karapuz Eco, 924, багряный",10,10;10;10;10;10;10;10;10;10
110-kable,http://terrakot-yarn.ru/110_kable_(kable)/,Kable (Кабле),240.0,147,Семёновская пряжа,Пряжа,Главная страница,,,,Состав:,100% хлопок,,,Метраж:,430 м,Вес мотка:,100 гр,Вес упаковки:,1000 гр (10 мотков),Цена за 1 моток:,240.0,,"/images/items/110/03845792.jpg,/images/items/110/03846411.jpg,/images/items/110/03852049.jpg,/images/items/110/03855678.jpg,/images/items/110/03852366.jpg,/images/items/110/03851399.jpg,/images/items/110/03851401.jpg,/images/items/110/03850280.jpg,/images/items/110/03852035.jpg,/images/items/110/03850555.jpg,/images/items/110/03850554.jpg,/images/items/110/03847359.jpg,/images/items/110/03847357.jpg,/images/items/110/03850274.jpg,/images/items/110/03852034.jpg,/images/items/110/03850557.jpg,/images/items/110/03850548.jpg,/images/items/110/03850283.jpg,/images/items/110/03850556.jpg,/images/items/110/03847358.jpg,/images/items/110/03851403.jpg,/images/items/110/03850275.jpg,/images/items/110/03852036.jpg,/images/items/110/03856559.jpg,/images/items/110/03850558.jpg,/images/items/110/03856560.jpg,/images/items/110/03850271.jpg,/images/items/110/03850549.jpg,/images/items/110/03850545.jpg,/images/items/110/03850553.jpg,/images/items/110/03850546.jpg,/images/items/110/03851402.jpg,/images/items/110/03847356.jpg,/images/items/110/03850552.jpg,/images/items/110/03850550.jpg,/images/items/110/03850559.jpg,/images/items/110/03850547.jpg,/images/items/110/03850551.jpg,/images/items/110/03850272.jpg,/images/items/110/03850279.jpg,/images/items/110/03850278.jpg,/images/items/110/03850276.jpg,/images/items/110/03850273.jpg,/images/items/110/03851400.jpg,/images/items/110/03850281.jpg,/images/items/110/03855679.jpg,/images/items/110/03843496.jpg","Рекомендованный номер спиц: 2,0 - 2,5мм; крючка: №2,0 - 2,5. Бережная ручная стирка, max 30°C.;;Пряжа «Кабле» подходит для вязания как в одну, так и в две нити; спицами, и крючком, и на вязальной машине. Пряжа «Кабле» превосходного качества, не линяет. Даёт небольшую усадку после стирки, свойственную пряже из 100% хлопка.","[['/images/items/110/yarn110big.jpg'], ['/images//items/110/yarn110.png']]","10502, Kable, 1, черный,10502, Kable, 1443, махагон,10502, Kable, 154, абрикос,10502, Kable, 25, суровый,10502, Kable, 30002, синий_х1,10502, Kable, 30003, голуб_х1,10502, Kable, 30005, перванш_х1,10502, Kable, 30006, серый_х1,10502, Kable, 30010, фист_х1,10502, Kable, 30017, св.беж_х1,10502, Kable, 30020, розов_х1,10502, Kable, 30028, песочн_х1,10502, Kable, 30033, бл.роза_х1,10502, Kable, 30048, лилов_х1,10502, Kable, 30056, сталь_х1,10502, Kable, 30071, фиолет_х1,10502, Kable, 30077, вишня_х1,10502, Kable, 30079, ярк.роз_х1,10502, Kable, 30086, св.зел_х1,10502, Kable, 30090, лимон_х1,10502, Kable, 30092, роз.кварц_х1,10502, Kable, 30131, мадон_х1,10502, Kable, 30135, школа_х1,10502, Kable, 30154, абрик_х1,10502, Kable, 30158, флокс_х1,10502, Kable, 30159, хризант_х1,10502, Kable, 30171, гвозд_х1,10502, Kable, 30202, ледяной_х1,10502, Kable, 30220, астра_х1,10502, Kable, 30235, олива_х1,10502, Kable, 30290, бир.гол_х1,10502, Kable, 30371, перлам_х1,10502, Kable, 30493, аква_х1,10502, Kable, 30670, морк_х1,10502, Kable, 30674, льнян_х1,10502, Kable, 30772, шамп_х1,10502, Kable, 30899, весна_х1,10502, Kable, 30902, мол.шок_х1,10502, Kable, 30955, гиацинт_х1,10502, Kable, 30968, св.фиал_х1,10502, Kable, 31042, св.ков_х1,10502, Kable, 31443, махаг_х1,10502, Kable, 31578, лайм_х1,10502, Kable, 31663, дыня_х1,10502, Kable, 36922, тропик_х1,10502, Kable, 37324, шиповн_х1,10502, Kable, 92, роз.кварц",10,10;10;10;10;10;10;10;10;10
109-irina,http://terrakot-yarn.ru/109_irina_(irina)/,Irina (Ирина),300.0,189,Семёновская пряжа,Пряжа,Главная страница,,,,Состав:,"66% хлопок, 34% вискоза",,,Метраж:,334 м,Вес мотка:,100 гр,Вес упаковки:,1000 гр (10 мотков),Цена за 1 моток:,300.0,,"/images/items/109/03850269.jpg,/images/items/109/03835516.jpg,/images/items/109/03830833.jpg,/images/items/109/03834376.jpg","Рекомендованный номер спиц: 2,0 - 2,5мм; крючка: №2,0 - 2,5. Бережная ручная стирка, max 30°C.;;Пряжа «Ирина» пригодится тем, кто решил пополнить гардероб летней одеждой. Для работы можно взять крючок или спицы. Пряжа скручена из нескольких тонких ниточек, что немного затрудняет вязание крючком, зато полотно получается объемным и воздухопроницаемым. Благодаря шелковистому блеску, любые модели будут выглядеть эффектно. Прекрасно смотрится сочетание глади, связанной на спицах, и кружева, выполненного крючком. Такие модели получаются женственными и романтичными. Можно вязать и ажурными узорами – это как раз то, что подойдет для летней одежды. Яркие модные оттенки пряжи создадут по-настоящему весеннее настроение даже во время работы.","[['/images/items/109/yarn109big.jpg'], ['/images//items/109/yarn109.png']]","10167, Irina, 1518, св.азалия,10167, Irina, 213, кармин,10167, Irina, 31, коралл.,10167, Irina, 52, цикломен",10,10;10;10;10;10;10;10;10;10
112-grann,http://terrakot-yarn.ru/112_granny%60s_sock_s_(babushkin_nosok_psh)/,Granny`s Sock S (Бабушкин носок ПШ),210.0,134,Семёновская пряжа,Пряжа,Главная страница,,,,Состав:,"30% шерсть, 70% акрил",,,Метраж:,250 м,Вес мотка:,100 гр,Вес упаковки:,1000 гр (10 мотков),Цена за 1 моток:,210.0,,"/images/items/112/03831933.jpg,/images/items/112/03831934.jpg,/images/items/112/03831931.jpg,/images/items/112/03831929.jpg,/images/items/112/03831935.jpg,/images/items/112/03831930.jpg","Рекомендованный номер спиц: 2,5 - 3,5мм; крючка: №2,5 - 3,0. Бережная ручная стирка, max 30°C.;;Пряжа изготовлена из шерсти и акрила. Акрил будет придавать прочности изделию, шерсть будет давать тепло. Носки получаются теплыми и прочными. Подойдет для вязания пледов.","[['/images/items/112/yarn112big.jpg'], ['/images//items/112/yarn112.png']]","10638, Granny`s sock S, 105, натурал.(т.кор),10638, Granny`s sock S, 25, суровый,10638, Granny`s sock S, 380, м.серый,10638, Granny`s sock S, 4019, м.перлам.,10638, Granny`s sock S, 574, т.натуральный,10638, Granny`s sock S, 910, м.св.сер.",10,10;10;10;10;10;10;10;10;10
121-grann,http://terrakot-yarn.ru/121_granny%60s_sock_n_(babushkin_nosok)/,Granny`s Sock N (Бабушкин носок),170.0,104,Семёновская пряжа,Пряжа,Главная страница,,,,Состав:,100% акрил,,,Метраж:,250 м,Вес мотка:,100 гр,Вес упаковки:,1000 гр (10 мотков),Цена за 1 моток:,170.0,,"/images/items/121/03844066.jpg,/images/items/121/03844068.jpg,/images/items/121/03853795.jpg,/images/items/121/03844064.jpg,/images/items/121/03844065.jpg,/images/items/121/03844069.jpg","Рекомендованный номер спиц: 3,0 - 3,5мм; крючка: №2,5. Бережная ручная стирка, max 30°C.;;Пряжа Семеновская «Бабушкин носок Акрил » — это 100% акриловые нити высокой прочности. Каждый моток имеет вес 100 грамм, длина нити составляет 250 метров. Данная пряжа идеально подходит для создания теплых носков, варежек, шарфов, шапок и других элементов осенне-зимнего гардероба. Готовые изделия, созданные из такой пряжи, не растягиваются и не сжимаются после стирки, отличаются высокой износостойкостью, приятны на ощупь и легко отстирываются от всевозможных загрязнений. Невысокая стоимость позволит рукодельницам посвящать время любимому хобби без излишних финансовых затрат.","[['/images/items/121/yarn121big.jpg'], ['/images//items/121/yarn121.png']]","10637, Granny`s sock N, 105, натурал.(т.кор),10637, Granny`s sock N, 195, св.натурал.,10637, Granny`s sock N, 25, суровый,10637, Granny`s sock N, 380, м.серый,10637, Granny`s sock N, 42, маренго,10637, Granny`s sock N, 574, т.натуральный",10,10;10;10;10;10;10;10;10;10
125-grann,http://terrakot-yarn.ru/125_granny%60s_sock_(babushkin_nosok)/,Granny`s Sock (Бабушкин носок),270.0,167,Семёновская пряжа,Пряжа,Главная страница,,,,Состав:,100% шерсть,,,Метраж:,250 м,Вес мотка:,100 гр,Вес упаковки:,1000 гр (10 мотков),Цена за 1 моток:,270.0,,"/images/items/125/03830086.jpg,/images/items/125/03828071.jpg,/images/items/125/03828068.jpg,/images/items/125/03828069.jpg,/images/items/125/03838212.jpg,/images/items/125/03830087.jpg,/images/items/125/03830088.jpg","Рекомендованный номер спиц: 2,5 - 3,5мм; крючка: №2,5 - 3,0. Бережная ручная стирка, max 30°C.;;Пряжа изготовлена из шерстяной, имеет плотную структуру. Носки получаются теплыми и прочными. Подойдет для вязания пледов.","[['/images/items/125/yarn125big.jpg'], ['/images//items/125/yarn125.png']]","10636, Granny`s sock, 105, натурал.(т.кор),10636, Granny`s sock, 25, суровый,10636, Granny`s sock, 380, м.серый,10636, Granny`s sock, 42, маренго,10636, Granny`s sock, 4606, м.т.корич.,10636, Granny`s sock, 526, самородок,10636, Granny`s sock, 574, т.натуральный",10,10;10;10;10;10;10;10;10;10
137-arina,http://terrakot-yarn.ru/137_arina_wool_(arina_chsh)/,Arina Wool (Арина ЧШ),340.0,210,Семёновская пряжа,Пряжа,Главная страница,,,,Состав:,"95% шерсть, 5% акрил",,,Метраж:,123 м,Вес мотка:,100 гр,Вес упаковки:,1000 гр (10 мотков),Цена за 1 моток:,340.0,,"/images/items/137/03853743.jpg,/images/items/137/03853729.jpg,/images/items/137/03853737.jpg,/images/items/137/03833900.jpg,/images/items/137/03853734.jpg,/images/items/137/03853740.jpg,/images/items/137/03853735.jpg,/images/items/137/03853728.jpg,/images/items/137/03853731.jpg,/images/items/137/03853730.jpg,/images/items/137/03853742.jpg,/images/items/137/03853745.jpg,/images/items/137/03853741.jpg,/images/items/137/03853744.jpg,/images/items/137/03853727.jpg,/images/items/137/03833904.jpg,/images/items/137/03853732.jpg",,"[['/images/items/137/yarn137big.jpg'], ['/images//items/137/yarn137.png']]","10569, ArinaWool, 10, фисташк,10569, ArinaWool, 13, бордо,10569, ArinaWool, 139, орхидея,10569, ArinaWool, 1443, махагон,10569, ArinaWool, 213, кармин,10569, ArinaWool, 25, суровый,10569, ArinaWool, 272, колокол.,10569, ArinaWool, 290, бир.гол.,10569, ArinaWool, 3, голубой,10569, ArinaWool, 51, бруснич,10569, ArinaWool, 59, т.синий,10569, ArinaWool, 772, шампанск.,10569, ArinaWool, 90021, т.корал_v2,10569, ArinaWool, 90050, фуксия_v2,10569, ArinaWool, 90220, астра_v2,10569, ArinaWool, 964, ультрабелый,10569, ArinaWool, 97297, гроза_v2",10,10;10;10;10;10;10;10;10;10
118-arina,http://terrakot-yarn.ru/118_arina_(arina_psh)/,Arina (Арина ПШ),270.0,167,Семёновская пряжа,Пряжа,Главная страница,,,,Состав:,"50% шерсть, 50% акрил",,,Метраж:,123 м,Вес мотка:,100 гр,Вес упаковки:,1000 гр (10 мотков),Цена за 1 моток:,270.0,,"/images/items/118/03828066.jpg,/images/items/118/03835643.jpg,/images/items/118/03859041.jpg,/images/items/118/03859043.jpg,/images/items/118/03829348.jpg,/images/items/118/03839975.jpg,/images/items/118/03828059.jpg,/images/items/118/03833866.jpg,/images/items/118/03828053.jpg,/images/items/118/03833546.jpg,/images/items/118/03833011.jpg,/images/items/118/03839140.jpg,/images/items/118/03833014.jpg,/images/items/118/03833547.jpg,/images/items/118/03833872.jpg,/images/items/118/03829346.jpg,/images/items/118/03846861.jpg,/images/items/118/03857904.jpg,/images/items/118/03833570.jpg,/images/items/118/03831906.jpg,/images/items/118/03829347.jpg,/images/items/118/03844733.jpg,/images/items/118/03846862.jpg,/images/items/118/03846860.jpg,/images/items/118/03846865.jpg,/images/items/118/03849322.jpg,/images/items/118/03846863.jpg,/images/items/118/03844439.jpg,/images/items/118/03846859.jpg,/images/items/118/03828645.jpg,/images/items/118/03831907.jpg,/images/items/118/03828063.jpg","Рекомендованный номер спиц: 5,0 - 7,0мм; крючка: №4,5 - 6,5. Бережная ручная стирка, max 30°C.;;Благодаря объему, толщине и фактуре нити с ней очень приятно работать. Вязка продвигается быстро, опытной вязальщице достаточно 2–3 часов для целого шарфа и 1–2 дней для свитера или пуловера. Готовая вещь не колется, не скатывается при носке, прекрасно греет. После стирки нить немного распушается.","[['/images/items/118/yarn118big.jpg'], ['/images//items/118/yarn118.png']]","10267, Arina, 1, черный,10267, Arina, 10, фисташк,10267, Arina, 13416, бордо_NEW,10267, Arina, 13427, орхидея_NEW,10267, Arina, 139, орхидея,10267, Arina, 1437, зел.янтарь,10267, Arina, 1443, махагон,10267, Arina, 154, абрикос,10267, Arina, 180, василек,10267, Arina, 213, кармин,10267, Arina, 215, георгин,10267, Arina, 216, канарейка,10267, Arina, 219, т.золото,10267, Arina, 272, колокол.,10267, Arina, 28, песочн.,10267, Arina, 3, голубой,10267, Arina, 331, матр.син.,10267, Arina, 4615, мозаика213А,10267, Arina, 51, бруснич,10267, Arina, 56, стальн.,10267, Arina, 670, морков.,10267, Arina, 70021, т.корал_v2,10267, Arina, 70027, мор.вол_v2,10267, Arina, 70039, изумр_v2,10267, Arina, 70050, фуксия_v2,10267, Arina, 70065, сир.дали_v2,10267, Arina, 70158, флокс_v2,10267, Arina, 70666, кофе_v2,10267, Arina, 70920, зел.бир_v2,10267, Arina, 7300, мозаика751,10267, Arina, 772, шампанск.,10267, Arina, 955, гиацинт,10267, Arina, 964, ультрабелый",10,10;10;10;10;10;10;10;10;10
